S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
1,JUAL ORAM,Bharatiya Janata Party,490655,3627,494282,42.77,Sundargarh,Odisha,5129
2,DILIP KUMAR TIRKEY,Biju Janata Dal,353708,1766,355474,30.76,Sundargarh,Odisha,5130
3,JANARDAN DEHURY,Indian National Congress,260681,1305,261986,22.67,Sundargarh,Odisha,5131
4,JUSTIN LUGUN,Socialist Unity Centre Of India (COMMUNIST),9120,21,9141,0.79,Sundargarh,Odisha,5132
5,JAGABANDHU ORAM,Independent,6023,4,6027,0.52,Sundargarh,Odisha,5133
6,SUMANTA KUMAR SORENG,National Apni Party,4035,17,4052,0.35,Sundargarh,Odisha,5134
7,SANTOSH JURA,Naba Bharata Nirmana Seva Party,3976,5,3981,0.34,Sundargarh,Odisha,5135
8,PARUA EKKA,Jharkhand Party,3018,15,3033,0.26,Sundargarh,Odisha,5136
9,NOTA,None of the Above,17752,49,17801,1.54,Sundargarh,Odisha,5137
1,VE VAITHILINGAM,Indian National Congress,424292,1713,426005,52.73,PUDUCHERRY,Puducherry,5138
2,A NAMASSIVAYAM,Bharatiya Janata Party,288050,1439,289489,35.83,PUDUCHERRY,Puducherry,5139
3,R MENAGA,Naam Tamilar Katchi,39545,58,39603,4.9,PUDUCHERRY,Puducherry,5140
4,G THAMIZHVENDAN,All India Anna Dravida Munnetra Kazhagam,25059,106,25165,3.11,PUDUCHERRY,Puducherry,5141
5,P SANKARAN,Socialist Unity Centre Of India (COMMUNIST),2057,9,2066,0.26,PUDUCHERRY,Puducherry,5142
6,ARADADI POSIYYA,Independent,1540,6,1546,0.19,PUDUCHERRY,Puducherry,5143
7,D ALANGARAVELU,Bahujan Samaj Party,1534,6,1540,0.19,PUDUCHERRY,Puducherry,5144
8,K KISHORKUMAR,Independent,1240,6,1246,0.15,PUDUCHERRY,Puducherry,5145
9,KOLLANJIAPPAN,Independent,1198,1,1199,0.15,PUDUCHERRY,Puducherry,5146
10,M MANIKANDAN,Independent,1130,3,1133,0.14,PUDUCHERRY,Puducherry,5147
11,M KRISHNAMURTHY,Independent,1052,19,1071,0.13,PUDUCHERRY,Puducherry,5148
12,K PRABHU DEVAN,United Republican Party of India,981,8,989,0.12,PUDUCHERRY,Puducherry,5149
13,S BAKTHAVATCHALAM,Independent,923,1,924,0.11,PUDUCHERRY,Puducherry,5150
14,S SATHISH KUMAR,Independent,842,4,846,0.1,PUDUCHERRY,Puducherry,5151
15,COUTTANE ALIAS DHIVANEEDHE,Independent,819,3,822,0.1,PUDUCHERRY,Puducherry,5152
16,E ANANTHAVEL,Independent,771,5,776,0.1,PUDUCHERRY,Puducherry,5153
17,S KALA,Independent,593,33,626,0.08,PUDUCHERRY,Puducherry,5154
18,P RAJAN,Independent,545,2,547,0.07,PUDUCHERRY,Puducherry,5155
19,NIRMALA G,Independent,474,1,475,0.06,PUDUCHERRY,Puducherry,5156
20,K ARUNACHALAM,Independent,403,2,405,0.05,PUDUCHERRY,Puducherry,5157
21,K RAMADASS,Independent,368,4,372,0.05,PUDUCHERRY,Puducherry,5158
22,R RAJA,Independent,326,5,331,0.04,PUDUCHERRY,Puducherry,5159
23,D RAVINDIRAN,Independent,305,2,307,0.04,PUDUCHERRY,Puducherry,5160
24,S MASCO,Independent,248,6,254,0.03,PUDUCHERRY,Puducherry,5161
25,V P MANICKAM,Independent,242,2,244,0.03,PUDUCHERRY,Puducherry,5162
26,M MURUGAN,Independent,196,-,196,0.02,PUDUCHERRY,Puducherry,5163
27,NOTA,None of the Above,9756,7,9763,1.21,PUDUCHERRY,Puducherry,5164
1,GURJEET SINGH AUJLA,Indian National Congress,254414,767,255181,28.18,Amritsar,Punjab,5165
2,KULDEEP SINGH DHALIWAL,Aam Aadmi Party,214268,612,214880,23.73,Amritsar,Punjab,5166
3,TARANJIT SINGH SANDHU SAMUNDRI,Bharatiya Janata Party,206832,373,207205,22.88,Amritsar,Punjab,5167
4,ANIL JOSHI,Shiromani Akali Dal,162686,210,162896,17.99,Amritsar,Punjab,5168
5,EMAAN SINGH MANN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),26584,212,26796,2.96,Amritsar,Punjab,5169
6,SATBIR SINGH  JAMMU,Independent,3394,5,3399,0.38,Amritsar,Punjab,5170
7,VISHAL SIDHU,Bahujan Samaj Party,2713,20,2733,0.3,Amritsar,Punjab,5171
8,DASWINDER KAUR,Communist Party of India,2468,13,2481,0.27,Amritsar,Punjab,5172
9,SHARANJIT KAUR,Independent,2456,4,2460,0.27,Amritsar,Punjab,5173
10,AMANPREET SINGH MAHADIPUR,Independent,2353,9,2362,0.26,Amritsar,Punjab,5174
11,GURINDER SINGH SABHI GILL,Independent,2124,5,2129,0.24,Amritsar,Punjab,5175
12,SAHIB SINGH,Independent,1987,1,1988,0.22,Amritsar,Punjab,5176
13,SHAMSHER SINGH SHERA,Independent,1504,3,1507,0.17,Amritsar,Punjab,5177
14,SHAM LAL GANDHI,Independent,1487,-,1487,0.16,Amritsar,Punjab,5178
15,LOVEPREET SHARMA,Aas Punjab Party,1372,3,1375,0.15,Amritsar,Punjab,5179
16,MASTER HARJINDER PAL,Independent,1358,-,1358,0.15,Amritsar,Punjab,5180
17,JASPAL MASIH,Independent,1223,4,1227,0.14,Amritsar,Punjab,5181
18,RESHAM SINGH,Independent,1130,3,1133,0.13,Amritsar,Punjab,5182
19,BAL KRISHAN SHARMA,Independent,1106,1,1107,0.12,Amritsar,Punjab,5183
20,SIMRANPREET SINGH,Independent,1104,2,1106,0.12,Amritsar,Punjab,5184
21,NARINDER KAUR,Aam Janta Party (India),1064,33,1097,0.12,Amritsar,Punjab,5185
22,DILDAR MASIH,Shiromani Lok Dal Party,1042,2,1044,0.12,Amritsar,Punjab,5186
23,RAJINDER KUMAR SHARMA,Independent,899,1,900,0.1,Amritsar,Punjab,5187
24,BALWINDER SINGH,Independent,854,3,857,0.09,Amritsar,Punjab,5188
25,GURPREET SINGH RATTAN,Republican Party of India (Athawale),735,3,738,0.08,Amritsar,Punjab,5189
26,DR RAMESH KUMAR,Sacho Sach Party,650,2,652,0.07,Amritsar,Punjab,5190
27,GAGANDEEP,Independent,608,2,610,0.07,Amritsar,Punjab,5191
28,PRITHVI PAL,Independent,434,-,434,0.05,Amritsar,Punjab,5192
29,NEELAM,Independent,404,5,409,0.05,Amritsar,Punjab,5193
30,DILBAGH SINGH,Independent,388,3,391,0.04,Amritsar,Punjab,5194
31,NOTA,None of the Above,3685,29,3714,0.41,Amritsar,Punjab,5195
1,MALVINDER SINGH KANG,Aam Aadmi Party,312241,976,313217,29.08,Anandpur Sahib,Punjab,5196
2,VIJAY INDER SINGLA,Indian National Congress,301414,957,302371,28.07,Anandpur Sahib,Punjab,5197
3,DR SUBHASH SHARMA,Bharatiya Janata Party,185836,742,186578,17.32,Anandpur Sahib,Punjab,5198
4,PREM SINGH CHANDUMAJRA,Shiromani Akali Dal,117651,285,117936,10.95,Anandpur Sahib,Punjab,5199
5,JASVIR SINGH GARHI,Bahujan Samaj Party,89953,204,90157,8.37,Anandpur Sahib,Punjab,5200
6,KUSHAL PAL SINGH MANN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),24725,106,24831,2.31,Anandpur Sahib,Punjab,5201
7,GAJJAN SINGH,Independent,6164,7,6171,0.57,Anandpur Sahib,Punjab,5202
8,SIMPLE KUMAR,Independent,2962,-,2962,0.27,Anandpur Sahib,Punjab,5203
9,SATPAL,Independent,2294,3,2297,0.21,Anandpur Sahib,Punjab,5204
10,GURMIT SINGH,Independent,2179,3,2182,0.2,Anandpur Sahib,Punjab,5205
11,DHARMINDER SINGH HARMAN,Akhil Bhartiya Parivar Party,2037,6,2043,0.19,Anandpur Sahib,Punjab,5206
12,SUNIL KUMAR,Bhartiya Jan Samman Party,1968,9,1977,0.18,Anandpur Sahib,Punjab,5207
13,ER DALJEET SINGH SAINI,Bharatheeya Jawan Kisan Party,1710,5,1715,0.16,Anandpur Sahib,Punjab,5208
14,KULWINDER SINGH,Democratic Bharatiya Samaj Party,1651,1,1652,0.15,Anandpur Sahib,Punjab,5209
15,SUNAINA,Bhartiya Rashtriya Dal,1621,19,1640,0.15,Anandpur Sahib,Punjab,5210
16,ADV KULWINDER SINGH,Independent,1596,4,1600,0.15,Anandpur Sahib,Punjab,5211
17,MEGH RAJ,Independent,1429,1,1430,0.13,Anandpur Sahib,Punjab,5212
18,HARWINDER KARWAL,Independent,1309,2,1311,0.12,Anandpur Sahib,Punjab,5213
19,DAVINDER SINGH,Independent,1164,11,1175,0.11,Anandpur Sahib,Punjab,5214
20,DARSHAN SINGH,Punjab National Party,1164,8,1172,0.11,Anandpur Sahib,Punjab,5215
21,HANISH SHARMA,Ekam Sanatan Bharat Dal,1072,4,1076,0.1,Anandpur Sahib,Punjab,5216
22,DEEPAK SHARMA,Independent,1012,-,1012,0.09,Anandpur Sahib,Punjab,5217
23,PARMINDER SINGH,Independent,930,-,930,0.09,Anandpur Sahib,Punjab,5218
24,YOG RAJ SAHOTA,Revolutionary Socialist Party,925,-,925,0.09,Anandpur Sahib,Punjab,5219
25,RAMJAAN KHAN,Independent,672,-,672,0.06,Anandpur Sahib,Punjab,5220
26,ROHTASH,Independent,617,2,619,0.06,Anandpur Sahib,Punjab,5221
27,MANDAR SINGH,Independent,555,-,555,0.05,Anandpur Sahib,Punjab,5222
28,KIRAN JAIN,Hindustan Shakti Sena,507,8,515,0.05,Anandpur Sahib,Punjab,5223
29,NOTA,None of the Above,6351,51,6402,0.59,Anandpur Sahib,Punjab,5224
1,HARSIMRAT KAUR BADAL,Shiromani Akali Dal,375019,1539,376558,32.71,Bathinda,Punjab,5225
2,GURMEET SINGH KHUDIAN,Aam Aadmi Party,325019,1883,326902,28.4,Bathinda,Punjab,5226
3,JEETMOHINDER SINGH SIDHU,Indian National Congress,200859,1152,202011,17.55,Bathinda,Punjab,5227
4,PARAMPAL KAUR SIDHU,Bharatiya Janata Party,110255,507,110762,9.62,Bathinda,Punjab,5228
5,LAKHVIR SINGH LAKHA SIDHANA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),84222,462,84684,7.36,Bathinda,Punjab,5229
6,NIKKA SINGH,Bahujan Samaj Party,12979,60,13039,1.13,Bathinda,Punjab,5230
7,JAGJIWAN BALLI,Independent,5480,4,5484,0.48,Bathinda,Punjab,5231
8,PARWINDER SINGH,Independent,4494,3,4497,0.39,Bathinda,Punjab,5232
9,PALA RAM,Independent,3428,7,3435,0.3,Bathinda,Punjab,5233
10,BHAGWANT SINGH SAMAON,Independent,3372,16,3388,0.29,Bathinda,Punjab,5234
11,GURMEET SINGH,Independent,3072,10,3082,0.27,Bathinda,Punjab,5235
12,JASVIR SINGH BATHINDA,Aazad Samaj Party (Kanshi Ram),3039,106,3145,0.27,Bathinda,Punjab,5236
13,GURPREET SINGH URF PREET GHAINT,Jan Sewa Driver Party,2619,9,2628,0.23,Bathinda,Punjab,5237
14,GURBARN SINGH,Independent,1618,9,1627,0.14,Bathinda,Punjab,5238
15,NAIB SINGH,Bharatheeya Jawan Kisan Party,1593,8,1601,0.14,Bathinda,Punjab,5239
16,KULWANT SINGH,Independent,1172,10,1182,0.1,Bathinda,Punjab,5240
17,AMANDEEP SINGH,Independent,1146,2,1148,0.1,Bathinda,Punjab,5241
18,POONAM RANI,Nationalist Justice Party,1060,4,1064,0.09,Bathinda,Punjab,5242
19,NOTA,None of the Above,4818,115,4933,0.43,Bathinda,Punjab,5243
1,SARABJEET SINGH KHALSA,Independent,296922,1140,298062,29.38,Faridkot,Punjab,5244
2,KARAMJIT SINGH ANMOL,Aam Aadmi Party,226676,1333,228009,22.48,Faridkot,Punjab,5245
3,AMARJIT KAUR SAHOKE,Indian National Congress,159352,1005,160357,15.81,Faridkot,Punjab,5246
4,RAJWINDER SINGH DHARAMKOT,Shiromani Akali Dal,137776,475,138251,13.63,Faridkot,Punjab,5247
5,HANS RAJ HANS,Bharatiya Janata Party,123007,526,123533,12.18,Faridkot,Punjab,5248
6,GURCHARAN SINGH MANN,Communist Party of India,14935,15,14950,1.47,Faridkot,Punjab,5249
7,GURBAKSH SINGH CHAUHAN,Bahujan Samaj Party,8129,81,8210,0.81,Faridkot,Punjab,5250
8,AVTAR SINGH SAHOTA,Independent,4155,5,4160,0.41,Faridkot,Punjab,5251
9,KIKKAR SINGH DHALIWAL,Independent,3514,3,3517,0.35,Faridkot,Punjab,5252
10,KARAM SINGH MALUKA,Independent,2859,3,2862,0.28,Faridkot,Punjab,5253
11,RUPINDER SINGH KOHARWALA,Nationalist Justice Party,2672,5,2677,0.26,Faridkot,Punjab,5254
12,BALDEV SINGH GAGRA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),2367,28,2395,0.24,Faridkot,Punjab,5255
13,NIRMAL SINGH RAJEANA,Independent,2287,2,2289,0.23,Faridkot,Punjab,5256
14,BADAL SINGH BHALOOR,Bhartiya Rashtriya Dal,2027,1,2028,0.2,Faridkot,Punjab,5257
15,RAJ KUMAR CHAUHAN,Independent,1958,3,1961,0.19,Faridkot,Punjab,5258
16,OM PARKASH BANKA,Independent,1947,3,1950,0.19,Faridkot,Punjab,5259
17,CAPTAIN BAHADUR SINGH,Independent,1632,8,1640,0.16,Faridkot,Punjab,5260
18,MEJOR SINGH BHATTI,Jan Sewa Driver Party,1605,7,1612,0.16,Faridkot,Punjab,5261
19,SUKHBIR SINGH BABBAL BHATTI,Rashtriya Republican Party,1526,4,1530,0.15,Faridkot,Punjab,5262
20,GURMEET SINGH,Independent,1419,1,1420,0.14,Faridkot,Punjab,5263
21,AMRIK SINGH,Independent,1411,3,1414,0.14,Faridkot,Punjab,5264
22,MANPREET SHANT,Independent,1376,1,1377,0.14,Faridkot,Punjab,5265
23,PREM LAL,Democratic Bharatiya Samaj Party,1165,-,1165,0.11,Faridkot,Punjab,5266
24,PARGAT SINGH RAJEANA,Apna Samaj Party,1128,3,1131,0.11,Faridkot,Punjab,5267
25,JASWANT RAI RAJORA,Independent,1042,5,1047,0.1,Faridkot,Punjab,5268
26,DR DEV INDER GAGALANI,Republican Party of India,1035,5,1040,0.1,Faridkot,Punjab,5269
27,PRITAM SINGH,Bahujan Mukti Party,927,12,939,0.09,Faridkot,Punjab,5270
28,KULWANT KAUR,Sanjhi Virasat Party,785,1,786,0.08,Faridkot,Punjab,5271
29,NOTA,None of the Above,4077,66,4143,0.41,Faridkot,Punjab,5272
1,AMAR SINGH,Indian National Congress,331324,1267,332591,34.14,Fatehgarh Sahib,Punjab,5273
2,GURPREET SINGH GP,Aam Aadmi Party,297439,950,298389,30.63,Fatehgarh Sahib,Punjab,5274
3,GEJJA RAM,Bharatiya Janata Party,127139,382,127521,13.09,Fatehgarh Sahib,Punjab,5275
4,BIKRAMJIT SINGH KHALSA,Shiromani Akali Dal,126461,269,126730,13.01,Fatehgarh Sahib,Punjab,5276
5,RAJ JATINDER SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),43543,101,43644,4.48,Fatehgarh Sahib,Punjab,5277
6,KULWANT SINGH,Bahujan Samaj Party,20786,106,20892,2.14,Fatehgarh Sahib,Punjab,5278
7,PREM SINGH MOHANPUR,Independent,3784,8,3792,0.39,Fatehgarh Sahib,Punjab,5279
8,BAHAL SINGH,Aazad Samaj Party (Kanshi Ram),3097,7,3104,0.32,Fatehgarh Sahib,Punjab,5280
9,PARAMJIT SINGH,Independent,2159,8,2167,0.22,Fatehgarh Sahib,Punjab,5281
10,RULDA SINGH,Independent,1971,6,1977,0.2,Fatehgarh Sahib,Punjab,5282
11,PARKASH PETER,Independent,1463,2,1465,0.15,Fatehgarh Sahib,Punjab,5283
12,HARJINDER SINGH,Independent,1158,8,1166,0.12,Fatehgarh Sahib,Punjab,5284
13,KAMALJEET KAUR,Independent,888,11,899,0.09,Fatehgarh Sahib,Punjab,5285
14,HARGOBIND SINGH,Independent,722,9,731,0.08,Fatehgarh Sahib,Punjab,5286
15,NOTA,None of the Above,9097,91,9188,0.94,Fatehgarh Sahib,Punjab,5287
1,SHER SINGH GHUBAYA,Indian National Congress,264712,1914,266626,23.7,Firozpur,Punjab,5288
2,JAGDEEP SINGH KAKA BRAR,Aam Aadmi Party,261273,2111,263384,23.41,Firozpur,Punjab,5289
3,GURMIT SINGH SODHI,Bharatiya Janata Party,253841,1256,255097,22.67,Firozpur,Punjab,5290
4,NARDEV SINGH BOBBY MANN,Shiromani Akali Dal,252327,1318,253645,22.54,Firozpur,Punjab,5291
5,GURCHARAN SINGH BHULLAR,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),15836,105,15941,1.42,Firozpur,Punjab,5292
6,FOJI ANGREJ SINGH WARWAL,Independent,9435,43,9478,0.84,Firozpur,Punjab,5293
7,SURINDER KAMBOJ,Bahujan Samaj Party,8347,86,8433,0.75,Firozpur,Punjab,5294
8,JASKARAN SINGH KAHAN SINGH WALA,Independent,6480,55,6535,0.58,Firozpur,Punjab,5295
9,SUKHDEV SINGH,Independent,4597,2,4599,0.41,Firozpur,Punjab,5296
10,SAHIL MONGA,Independent,3705,19,3724,0.33,Firozpur,Punjab,5297
11,PRITAM SINGH,Independent,3030,1,3031,0.27,Firozpur,Punjab,5298
12,GURPREET SINGH,Independent,2894,3,2897,0.26,Firozpur,Punjab,5299
13,ARWINDER SINGH,Independent,2556,14,2570,0.23,Firozpur,Punjab,5300
14,DEEPAK KUMAR DEEP DASHANAND,Independent,2435,1,2436,0.22,Firozpur,Punjab,5301
15,RAJ,Independent,2428,4,2432,0.22,Firozpur,Punjab,5302
16,PREM CHAND BOONGI,Punjab National Party,1944,3,1947,0.17,Firozpur,Punjab,5303
17,AJIT SINGH,Rashtriya Republican Party,1609,6,1615,0.14,Firozpur,Punjab,5304
18,SURINDER KUMAR BANSAL,Independent,1537,3,1540,0.14,Firozpur,Punjab,5305
19,HARPREET SINGH,Independent,1531,7,1538,0.14,Firozpur,Punjab,5306
20,KULDEEP SINGH,India Praja Bandhu Party,1484,6,1490,0.13,Firozpur,Punjab,5307
21,BALWINDER SINGH CHOHAN,Jan Sewa Driver Party,1366,1,1367,0.12,Firozpur,Punjab,5308
22,BALWINDER SINGH,Republican Party of India (Athawale),1364,-,1364,0.12,Firozpur,Punjab,5309
23,GURCHARAN SINGH,Independent,1338,4,1342,0.12,Firozpur,Punjab,5310
24,UMESH KUMAR,Independent,1319,1,1320,0.12,Firozpur,Punjab,5311
25,BALWANT SINGH SAMMEWALI,Nationalist Justice Party,1148,4,1152,0.1,Firozpur,Punjab,5312
26,MOHAN SINGH,Independent,1075,3,1078,0.1,Firozpur,Punjab,5313
27,JASKARAN SINGH SIDHU,Independent,970,1,971,0.09,Firozpur,Punjab,5314
28,JASWANT SINGH KHATRI,Independent,820,1,821,0.07,Firozpur,Punjab,5315
29,CHAMKAUR SINGH,Independent,638,4,642,0.06,Firozpur,Punjab,5316
30,NOTA,None of the Above,5895,205,6100,0.54,Firozpur,Punjab,5317
1,SUKHJINDER SINGH RANDHAWA,Indian National Congress,361713,2330,364043,33.78,Gurdaspur,Punjab,5318
2,DINESH SINGH BABBU,Bharatiya Janata Party,278701,2481,281182,26.09,Gurdaspur,Punjab,5319
3,AMANSHER SINGH (SHERY KALSI),Aam Aadmi Party,275416,1836,277252,25.72,Gurdaspur,Punjab,5320
4,DR. DALJIT SINGH CHEEMA,Shiromani Akali Dal,85194,306,85500,7.93,Gurdaspur,Punjab,5321
5,GURINDER SINGH BAJWA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),25425,340,25765,2.39,Gurdaspur,Punjab,5322
6,SANT SEWAK,Independent,5950,2,5952,0.55,Gurdaspur,Punjab,5323
7,RAJ KUMAR,Bahujan Samaj Party,4859,71,4930,0.46,Gurdaspur,Punjab,5324
8,SANTOSH KAUR,Independent,4733,5,4738,0.44,Gurdaspur,Punjab,5325
9,SAMUEL SONI,Independent,4427,13,4440,0.41,Gurdaspur,Punjab,5326
10,SURJIT SINGH,Independent,3372,1,3373,0.31,Gurdaspur,Punjab,5327
11,SANJEEV SINGH,Independent,2172,6,2178,0.2,Gurdaspur,Punjab,5328
12,SURINDER SINGH,Independent,1775,7,1782,0.17,Gurdaspur,Punjab,5329
13,GURPREET KAUR BAJWA,Independent,1688,21,1709,0.16,Gurdaspur,Punjab,5330
14,SANJEEV MANHAS,Independent,1634,1,1635,0.15,Gurdaspur,Punjab,5331
15,ROBI MASIH,Independent,1509,2,1511,0.14,Gurdaspur,Punjab,5332
16,SANTOSH KUMARI,Megh Desham Party,1171,23,1194,0.11,Gurdaspur,Punjab,5333
17,RAMESH KUMAR TOLLA,Bharatheeya Jawan Kisan Party,1085,13,1098,0.1,Gurdaspur,Punjab,5334
18,AMIT AGGARWAL,Independent,920,4,924,0.09,Gurdaspur,Punjab,5335
19,TARSEM MASIH SAHOTA,Independent,878,7,885,0.08,Gurdaspur,Punjab,5336
20,TILAK RAJ,Independent,802,3,805,0.07,Gurdaspur,Punjab,5337
21,RANJODH SINGH,Jan Sewa Driver Party,776,13,789,0.07,Gurdaspur,Punjab,5338
22,I.S.GULATI,Independent,696,3,699,0.06,Gurdaspur,Punjab,5339
23,RAMESH LAL,National Republic Party Of India,653,4,657,0.06,Gurdaspur,Punjab,5340
24,JAGDISH MASIH,Independent,545,1,546,0.05,Gurdaspur,Punjab,5341
25,JATINDER KUMAR SHARMA,Bhartiya Rashtriya Dal,456,5,461,0.04,Gurdaspur,Punjab,5342
26,DARBARA SINGH,Nationalist Justice Party,415,9,424,0.04,Gurdaspur,Punjab,5343
27,NOTA,None of the Above,3289,65,3354,0.31,Gurdaspur,Punjab,5344
1,DR. RAJ KUMAR CHABBEWAL,Aam Aadmi Party,302402,1457,303859,32.04,Hoshiarpur,Punjab,5345
2,YAMINI GOMAR,Indian National Congress,257936,1812,259748,27.39,Hoshiarpur,Punjab,5346
3,ANITA SOM PARKASH,Bharatiya Janata Party,198576,1418,199994,21.09,Hoshiarpur,Punjab,5347
4,SOHAN SINGH THANDAL,Shiromani Akali Dal,91503,286,91789,9.68,Hoshiarpur,Punjab,5348
5,RANJIT KUMAR,Bahujan Samaj Party,47975,239,48214,5.08,Hoshiarpur,Punjab,5349
6,JASWANT SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),20680,243,20923,2.21,Hoshiarpur,Punjab,5350
7,JEEVAN SINGH TAMIL,Bahujan Dravida Party,4607,14,4621,0.49,Hoshiarpur,Punjab,5351
8,ROHIT KUMAR TINKU,Independent,2417,2,2419,0.26,Hoshiarpur,Punjab,5352
9,RAJESH,Democratic Bharatiya Samaj Party,2330,6,2336,0.25,Hoshiarpur,Punjab,5353
10,SONU SINGH PHAGWARA,Independent,1871,13,1884,0.2,Hoshiarpur,Punjab,5354
11,DAVINDER SINGH,Independent,1584,33,1617,0.17,Hoshiarpur,Punjab,5355
12,HARDEEP SINGH,Nationalist Justice Party,1403,22,1425,0.15,Hoshiarpur,Punjab,5356
13,RAJPAL NADALI,Bahujan Mukti Party,1138,2,1140,0.12,Hoshiarpur,Punjab,5357
14,BHIMRAO YASHWANT AMBEDKAR,Global Republican Party,1034,7,1041,0.11,Hoshiarpur,Punjab,5358
15,SATPAL,Independent,978,15,993,0.1,Hoshiarpur,Punjab,5359
16,DAVINDER KUMAR SAROYA,Samaj Bhalai Morcha,923,7,930,0.1,Hoshiarpur,Punjab,5360
17,NOTA,None of the Above,5453,99,5552,0.59,Hoshiarpur,Punjab,5361
1,CHARANJIT SINGH CHANNI,Indian National Congress,389509,544,390053,39.43,Jalandhar,Punjab,5362
2,SUSHIL KUMAR RINKU,Bharatiya Janata Party,213702,358,214060,21.64,Jalandhar,Punjab,5363
3,PAWAN KUMAR TINU,Aam Aadmi Party,208549,340,208889,21.12,Jalandhar,Punjab,5364
4,MOHINDER SINGH KAYPEE,Shiromani Akali Dal,67811,100,67911,6.87,Jalandhar,Punjab,5365
5,ADVOCATE BALWINDER KUMAR,Bahujan Samaj Party,64856,85,64941,6.57,Jalandhar,Punjab,5366
6,SARABJIT SINGH KHALSA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),19252,32,19284,1.95,Jalandhar,Punjab,5367
7,MASTER PARSHOTAM LAL BILGA,Communist Party of India  (Marxist),5948,10,5958,0.6,Jalandhar,Punjab,5368
8,IQBAL CHAND MATTU,Independent,1956,-,1956,0.2,Jalandhar,Punjab,5369
9,NEETU SHATTRA WALA,Independent,1878,1,1879,0.19,Jalandhar,Punjab,5370
10,AMRISH BHAGAT,Independent,1183,1,1184,0.12,Jalandhar,Punjab,5371
11,GURDEEP SINGH BITTU,Independent,1112,1,1113,0.11,Jalandhar,Punjab,5372
12,RAJ KUMAR SAQI,Peoples Party of India (Democratic),1087,1,1088,0.11,Jalandhar,Punjab,5373
13,SONIA,Republican Party of India (Athawale),1054,1,1055,0.11,Jalandhar,Punjab,5374
14,RAJWANT KAUR KHALSA,Apna Samaj Party,948,4,952,0.1,Jalandhar,Punjab,5375
15,BHAGAT GULSHAN AZAAD,Democratic Bharatiya Samaj Party,929,1,930,0.09,Jalandhar,Punjab,5376
16,RAMESH LAL KALA,Independent,875,1,876,0.09,Jalandhar,Punjab,5377
17,ASHOK KUMAR JAKHU,Independent,742,1,743,0.08,Jalandhar,Punjab,5378
18,BAL MUKAND BAWRA,Global Republican Party,587,4,591,0.06,Jalandhar,Punjab,5379
19,PARAMJIT KAUR TEJI,Independent,500,-,500,0.05,Jalandhar,Punjab,5380
20,TARACHAND SHEELA,Loktantrik Lok Rajyam Party,400,1,401,0.04,Jalandhar,Punjab,5381
21,NOTA,None of the Above,4724,19,4743,0.48,Jalandhar,Punjab,5382
1,AMRITPAL SINGH,Independent,402600,1830,404430,38.62,Khadoor Sahib,Punjab,5383
2,KULBIR SINGH ZIRA,Indian National Congress,206286,1024,207310,19.8,Khadoor Sahib,Punjab,5384
3,LALJIT SINGH BHULLAR,Aam Aadmi Party,194160,676,194836,18.61,Khadoor Sahib,Punjab,5385
4,VIRSA SINGH VALTOHA,Shiromani Akali Dal,86291,125,86416,8.25,Khadoor Sahib,Punjab,5386
5,MANJIT SINGH MANNA,Bharatiya Janata Party,85810,563,86373,8.25,Khadoor Sahib,Punjab,5387
6,PARAMJIT SINGH,Independent,12522,3,12525,1.2,Khadoor Sahib,Punjab,5388
7,CHAIN SINGH BAINKA,Aas Punjab Party,6728,11,6739,0.64,Khadoor Sahib,Punjab,5389
8,SATNAM SINGH,Bahujan Samaj Party,5021,45,5066,0.48,Khadoor Sahib,Punjab,5390
9,SARABJIT SINGH,Independent,4835,1,4836,0.46,Khadoor Sahib,Punjab,5391
10,GURDIAL SINGH,Communist Party of India,3945,7,3952,0.38,Khadoor Sahib,Punjab,5392
11,ANOKH SINGH KATWAL,Independent,2766,3,2769,0.26,Khadoor Sahib,Punjab,5393
12,GURPREET SINGH,Independent,2609,-,2609,0.25,Khadoor Sahib,Punjab,5394
13,AJIT SINGH,Independent,2528,7,2535,0.24,Khadoor Sahib,Punjab,5395
14,ARUN KUMAR,Independent,2522,3,2525,0.24,Khadoor Sahib,Punjab,5396
15,SURJIT SINGH BHIKHIWIND,Independent,2367,4,2371,0.23,Khadoor Sahib,Punjab,5397
16,KAWALJIT SINGH,Independent,2290,4,2294,0.22,Khadoor Sahib,Punjab,5398
17,HARJINDER SINGH,Independent,1969,1,1970,0.19,Khadoor Sahib,Punjab,5399
18,KANWALJIT SINGH,Independent,1895,6,1901,0.18,Khadoor Sahib,Punjab,5400
19,PARMINDER SINGH,Independent,1802,1,1803,0.17,Khadoor Sahib,Punjab,5401
