S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
1,RAMVIR SINGH BIDHURI,Bharatiya Janata Party,691184,1648,692832,53.46,South Delhi,NCT OF Delhi,4862
2,SAHI RAM,Aam Aadmi Party,567716,783,568499,43.87,South Delhi,NCT OF Delhi,4863
3,ABDUL BASIT,Bahujan Samaj Party,9829,32,9861,0.76,South Delhi,NCT OF Delhi,4864
4,RAM GOPAL,Haryana Jansena Party,3956,2,3958,0.31,South Delhi,NCT OF Delhi,4865
5,CHANDRASHEKHAR SINGH KUSHWAHA,Independent,1888,1,1889,0.15,South Delhi,NCT OF Delhi,4866
6,DEEPAK KAPILA,Independent,1500,-,1500,0.12,South Delhi,NCT OF Delhi,4867
7,OMAPRAKASH,Samaj Vikas Kranti Party,1364,1,1365,0.11,South Delhi,NCT OF Delhi,4868
8,JAGDISH KUMAR VERMA,Independent,1295,1,1296,0.1,South Delhi,NCT OF Delhi,4869
9,LAKHAN SINGH,Navarang Congress Party,967,3,970,0.07,South Delhi,NCT OF Delhi,4870
10,POONAM SRIVASTAVA,Independent,951,7,958,0.07,South Delhi,NCT OF Delhi,4871
11,ARUN KUMAR,Independent,842,-,842,0.06,South Delhi,NCT OF Delhi,4872
12,RINKI SANYAL,Bharatiya Sampuran Krantikari Party,762,1,763,0.06,South Delhi,NCT OF Delhi,4873
13,KAMLESH KUMAR JHA,Independent,714,-,714,0.06,South Delhi,NCT OF Delhi,4874
14,SURJEET SINGH,Delhi Janta Party,637,1,638,0.05,South Delhi,NCT OF Delhi,4875
15,BHIM SINGH,Ambedkarite Party of India,601,1,602,0.05,South Delhi,NCT OF Delhi,4876
16,SURINDER KUMAR,Bharatheeya Jawan Kisan Party,592,-,592,0.05,South Delhi,NCT OF Delhi,4877
17,GAUTAM ANAND,All India Forward Bloc,539,1,540,0.04,South Delhi,NCT OF Delhi,4878
18,SHANKAR DEY,Independent,522,-,522,0.04,South Delhi,NCT OF Delhi,4879
19,BIHARI LAL JALANDHARI,India Greens Party,511,3,514,0.04,South Delhi,NCT OF Delhi,4880
20,NAVEEN KUMAR,Hamara Sahi Vikalp Party,475,1,476,0.04,South Delhi,NCT OF Delhi,4881
21,VIRENDER,Independent,381,-,381,0.03,South Delhi,NCT OF Delhi,4882
22,RAJAN SINGH,Independent,323,2,325,0.03,South Delhi,NCT OF Delhi,4883
23,NOTA,None of the Above,5927,34,5961,0.46,South Delhi,NCT OF Delhi,4884
1,KAMALJEET SEHRAWAT,Bharatiya Janata Party,838332,4326,842658,55.27,West Delhi,NCT OF Delhi,4885
2,MAHABAL MISHRA,Aam Aadmi Party,641759,1886,643645,42.22,West Delhi,NCT OF Delhi,4886
3,VISHAKHA,Bahujan Samaj Party,7899,65,7964,0.52,West Delhi,NCT OF Delhi,4887
4,SABIR KHAN,Independent,3096,1,3097,0.2,West Delhi,NCT OF Delhi,4888
5,AJ RAJAN,Navarang Congress Party,2381,6,2387,0.16,West Delhi,NCT OF Delhi,4889
6,SUNIL MEGHWAL,Ambedkarite Party of India,1874,2,1876,0.12,West Delhi,NCT OF Delhi,4890
7,OM PRAKASH NARAYAN,Aapki Apni Party (Peoples),1770,3,1773,0.12,West Delhi,NCT OF Delhi,4891
8,ANJU SHARMA,Independent,1263,4,1267,0.08,West Delhi,NCT OF Delhi,4892
9,KAPIL MARWAH,Independent,1154,1,1155,0.08,West Delhi,NCT OF Delhi,4893
10,JARNAIL SINGH,Independent,1083,6,1089,0.07,West Delhi,NCT OF Delhi,4894
11,MADHU,Akhil Bhartiya Parivar Party,1056,3,1059,0.07,West Delhi,NCT OF Delhi,4895
12,RAJIV KANT MISHRA,Independent,995,-,995,0.07,West Delhi,NCT OF Delhi,4896
13,RAMESH KUMAR JAIN @ NIRBHIK,Gareeb Aadmi Party,971,-,971,0.06,West Delhi,NCT OF Delhi,4897
14,UMA SHANKAR TIWARI,Bhartiya Mahasangh Party,753,5,758,0.05,West Delhi,NCT OF Delhi,4898
15,MEENA UJJAINWAL,Peoples Party of India (Democratic),752,4,756,0.05,West Delhi,NCT OF Delhi,4899
16,CHARANJEET SINGH,All India Forward Bloc,614,5,619,0.04,West Delhi,NCT OF Delhi,4900
17,UMESH CHAUHAN,Rashtriya Rashtrawadi Party,611,3,614,0.04,West Delhi,NCT OF Delhi,4901
18,PRAMOD KUREEL,Bahujan National Party (Ambedkar),585,1,586,0.04,West Delhi,NCT OF Delhi,4902
19,AMIT KUMAR SINGH,Rashtriya Suraksha Party,571,3,574,0.04,West Delhi,NCT OF Delhi,4903
20,JAYA RAMAN,Sarvlokhit Samaj Party,439,7,446,0.03,West Delhi,NCT OF Delhi,4904
21,RAM NARAYAN MOHANTY,Independent,433,1,434,0.03,West Delhi,NCT OF Delhi,4905
22,CHAMAN LAL VERMA,Samaj Vikas Kranti Party,418,2,420,0.03,West Delhi,NCT OF Delhi,4906
23,DEEPAK SHARMA,Bharatiya Jan Jagriti Party,362,8,370,0.02,West Delhi,NCT OF Delhi,4907
24,RAVI,Independent,280,2,282,0.02,West Delhi,NCT OF Delhi,4908
25,NOTA,None of the Above,8624,75,8699,0.57,West Delhi,NCT OF Delhi,4909
1,ANITA SUBHADARSHINI,Bharatiya Janata Party,493032,1194,494226,48.55,Aska,Odisha,4910
2,RANJITA SAHU,Biju Janata Dal,393759,493,394252,38.73,Aska,Odisha,4911
3,DEBAKANTA SARMA,Indian National Congress,75108,147,75255,7.39,Aska,Odisha,4912
4,SANJAYA KUMAR BISHOYI,Independent,11234,6,11240,1.1,Aska,Odisha,4913
5,PAPUNU SAHU,Socialist Unity Centre Of India (COMMUNIST),8671,2,8673,0.85,Aska,Odisha,4914
6,PITABAS SAHU,Sanatan Sanskriti Raksha Dal,6888,-,6888,0.68,Aska,Odisha,4915
7,BRUNDABANA NAHAK,Bahujan Samaj Party,5430,9,5439,0.53,Aska,Odisha,4916
8,NOTA,None of the Above,21925,16,21941,2.16,Aska,Odisha,4917
1,PRATAP CHANDRA SARANGI,Bharatiya Janata Party,561590,2275,563865,45.49,Balasore,Odisha,4918
2,LEKHASRI SAMANTSINGHAR,Biju Janata Dal,415917,792,416709,33.62,Balasore,Odisha,4919
3,SHRIKANTA JENA,Indian National Congress,236081,926,237007,19.12,Balasore,Odisha,4920
4,RAJAT KUMAR BEHERA,Bahujan Samaj Party,2913,7,2920,0.24,Balasore,Odisha,4921
5,GOBINDA CHANDRA BHOI,National Apni Party,2640,-,2640,0.21,Balasore,Odisha,4922
6,SURYAKANTA DASMOHAPATRA,Independent,2156,5,2161,0.17,Balasore,Odisha,4923
7,MAHAMEGHABAHAN AIRA KHARABELA SWAIN,Independent,1863,5,1868,0.15,Balasore,Odisha,4924
8,PRAMOD KUMAR PATTAYAT,Independent,1637,2,1639,0.13,Balasore,Odisha,4925
9,BIREN PUHAN,Krupaa Party,1450,2,1452,0.12,Balasore,Odisha,4926
10,DEEPAK SANKAR THAKUR GIRI,Independent,1191,3,1194,0.1,Balasore,Odisha,4927
11,AKHIL KUMAR MOHANTA,Independent,829,1,830,0.07,Balasore,Odisha,4928
12,NOTA,None of the Above,7333,17,7350,0.59,Balasore,Odisha,4929
1,PRADEEP PUROHIT,Bharatiya Janata Party,709606,6753,716359,54.69,Bargarh,Odisha,4930
2,PARINITA MISHRA,Biju Janata Dal,463008,1684,464692,35.48,Bargarh,Odisha,4931
3,SANJAY BHOI,Indian National Congress,92666,885,93551,7.14,Bargarh,Odisha,4932
4,JAYARAM BAGH,Bahujan Samaj Party,9215,107,9322,0.71,Bargarh,Odisha,4933
5,GNYANENDRA BEHERA,Independent,4539,24,4563,0.35,Bargarh,Odisha,4934
6,DEVIKA SIKA,National Apni Party,4524,14,4538,0.35,Bargarh,Odisha,4935
7,PRABHAT KUMAR DHARUA,Independent,4294,4,4298,0.33,Bargarh,Odisha,4936
8,NOTA,None of the Above,12414,127,12541,0.96,Bargarh,Odisha,4937
1,DR. PRADEEP KUMAR PANIGRAHY,Bharatiya Janata Party,510585,2517,513102,49.2,Berhampur,Odisha,4938
2,BHRUGU BAXIPATRA,Biju Janata Dal,346780,846,347626,33.33,Berhampur,Odisha,4939
3,RASMI RANJAN PATNAIK,Indian National Congress,129096,648,129744,12.44,Berhampur,Odisha,4940
4,V CHANDRA SHEKHAR,Independent,8376,3,8379,0.8,Berhampur,Odisha,4941
5,BHASKAR CHAUDHORY,Bahujan Samaj Party,5198,13,5211,0.5,Berhampur,Odisha,4942
6,SOMANATH BEHERA,Socialist Unity Centre Of India (COMMUNIST),5121,14,5135,0.49,Berhampur,Odisha,4943
7,SIRIN TAMMANA,Independent,5069,9,5078,0.49,Berhampur,Odisha,4944
8,BOMMALI KANTA RAO,Naba Bharata Nirmana Seva Party,4190,11,4201,0.4,Berhampur,Odisha,4945
9,RAM SANKAR SATAPATHY,Independent,3869,2,3871,0.37,Berhampur,Odisha,4946
10,RAJENDRA DALABEHERA,Bharatiya Bikash Parishad,2335,8,2343,0.22,Berhampur,Odisha,4947
11,SANTOSH KUMAR SAHU,All India Forward Bloc,2284,7,2291,0.22,Berhampur,Odisha,4948
12,NOTA,None of the Above,15903,39,15942,1.53,Berhampur,Odisha,4949
1,AVIMANYU SETHI,Bharatiya Janata Party,569705,3614,573319,44.19,Bhadrak,Odisha,4950
2,MANJULATA MANDAL,Biju Janata Dal,480105,1670,481775,37.13,Bhadrak,Odisha,4951
3,ANANTA PRASAD SETHI,Indian National Congress,221020,854,221874,17.1,Bhadrak,Odisha,4952
4,KIRTAN BIHARI MALIK,Socialist Unity Centre Of India (COMMUNIST),4879,1,4880,0.38,Bhadrak,Odisha,4953
5,ADV. ARJUN CHARAN MALLIK,Bahujan Samaj Party,3581,23,3604,0.28,Bhadrak,Odisha,4954
6,ANJAN DAS,Ambedkarite Party of India,3512,5,3517,0.27,Bhadrak,Odisha,4955
7,BASANTA KUMAR MAHALIK,Independent,1527,3,1530,0.12,Bhadrak,Odisha,4956
8,SARBESWAR BEHERA,Independent,1397,3,1400,0.11,Bhadrak,Odisha,4957
9,NOTA,None of the Above,5457,21,5478,0.42,Bhadrak,Odisha,4958
1,APARAJITA SARANGI,Bharatiya Janata Party,509567,2952,512519,47.36,Bhubaneswar,Odisha,4959
2,MANMATH KUMAR ROUTRAY,Biju Janata Dal,475990,1377,477367,44.11,Bhubaneswar,Odisha,4960
3,SYED YASHIR NAWAZ,Indian National Congress,66045,317,66362,6.13,Bhubaneswar,Odisha,4961
4,SURESH CHANDRA PANIGRAHY,Communist Party of India  (Marxist),4134,14,4148,0.38,Bhubaneswar,Odisha,4962
5,HULAS SENAPATI,Independent,2248,3,2251,0.21,Bhubaneswar,Odisha,4963
6,KISHOR KUMAR SUTAR,Independent,2202,1,2203,0.2,Bhubaneswar,Odisha,4964
7,SUDHANSU SEKHAR DAS,Independent,1751,7,1758,0.16,Bhubaneswar,Odisha,4965
8,SANTOSH KUMAR MISHRA,Independent,1738,6,1744,0.16,Bhubaneswar,Odisha,4966
9,SANGEETA PATTANAIK,Odisha Janata Party,1528,2,1530,0.14,Bhubaneswar,Odisha,4967
10,PRADEEP KUMAR SAHOO,Kalinga Sena,1495,8,1503,0.14,Bhubaneswar,Odisha,4968
11,SANTILATA ROUT,Supreme Zero Party of Bharat,1437,4,1441,0.13,Bhubaneswar,Odisha,4969
12,NATABAR MAHARANA,Bharatiya Bikash Parishad,1080,7,1087,0.1,Bhubaneswar,Odisha,4970
13,NOTA,None of the Above,8261,41,8302,0.77,Bhubaneswar,Odisha,4971
1,SANGEETA KUMARI SINGH DEO,Bharatiya Janata Party,614196,3548,617744,44.12,Bolangir,Odisha,4972
2,SURENDRA SINGH BHOI,Biju Janata Dal,483964,1116,485080,34.64,Bolangir,Odisha,4973
3,MANOJ KUMAR MISHRA,Indian National Congress,229577,1297,230874,16.49,Bolangir,Odisha,4974
4,SUNIL KUMAR BHOI,Socialist Unity Centre Of India (COMMUNIST),10334,21,10355,0.74,Bolangir,Odisha,4975
5,JAGADISH CHANDRA BIBHAR,Bahujan Samaj Party,9404,65,9469,0.68,Bolangir,Odisha,4976
6,BALRAM SINGH YADAV,Independent,8637,37,8674,0.62,Bolangir,Odisha,4977
7,MADHUSUDAN BARIK,Ambedkarite Party of India,7239,13,7252,0.52,Bolangir,Odisha,4978
8,BALARAM SA,Independent,6092,5,6097,0.44,Bolangir,Odisha,4979
9,AKSHAYA DISHRI,National Apni Party,5465,4,5469,0.39,Bolangir,Odisha,4980
10,RAJESH KUMAR PANDA,Ekam Sanatan Bharat Dal,3163,7,3170,0.23,Bolangir,Odisha,4981
11,NOTA,None of the Above,16010,54,16064,1.15,Bolangir,Odisha,4982
1,BHARTRUHARI MAHTAB,Bharatiya Janata Party,529271,2330,531601,47.43,Cuttack,Odisha,4983
2,SANTRUPT MISRA,Biju Janata Dal,473443,1081,474524,42.34,Cuttack,Odisha,4984
3,SURESH MOHAPATRA,Indian National Congress,83461,354,83815,7.48,Cuttack,Odisha,4985
4,PRAMOD KUMAR MALLICK,Bahujan Samaj Party,4461,23,4484,0.4,Cuttack,Odisha,4986
5,NIRANJAN PATI,Independent,4390,6,4396,0.39,Cuttack,Odisha,4987
6,SOBHA PANDEY,Independent,3878,10,3888,0.35,Cuttack,Odisha,4988
7,PRAKASH CHANDRA SAHOO,Krupaa Party,3790,4,3794,0.34,Cuttack,Odisha,4989
8,RAJAKISHORE MALLIK,Socialist Unity Centre Of India (COMMUNIST),3072,3,3075,0.27,Cuttack,Odisha,4990
9,GOKULANANDA MISHRA,Independent,1804,4,1808,0.16,Cuttack,Odisha,4991
10,MINATI PATNAIK,Samruddha Odisha,1241,10,1251,0.11,Cuttack,Odisha,4992
11,NOTA,None of the Above,8130,29,8159,0.73,Cuttack,Odisha,4993
1,RUDRA NARAYAN PANY,Bharatiya Janata Party,593907,4814,598721,50.24,Dhenkanal,Odisha,4994
2,ABINASH SAMAL,Biju Janata Dal,520144,2010,522154,43.82,Dhenkanal,Odisha,4995
3,SASHMITA BEHERA,Indian National Congress,34052,678,34730,2.91,Dhenkanal,Odisha,4996
4,PRAFULLA KUMAR NAIK,Bahujan Samaj Party,4850,45,4895,0.41,Dhenkanal,Odisha,4997
5,MAHESWAR SAHOO,Independent,4614,15,4629,0.39,Dhenkanal,Odisha,4998
6,MANASI SWAIN,Socialist Unity Centre Of India (COMMUNIST),3376,8,3384,0.28,Dhenkanal,Odisha,4999
7,PRIYABRATA GARNAIK,Independent,2904,5,2909,0.24,Dhenkanal,Odisha,5000
8,JANARDAN NAIK,Independent,2647,6,2653,0.22,Dhenkanal,Odisha,5001
9,KAILAS CHANDRA PRADHAN,Independent,2205,8,2213,0.19,Dhenkanal,Odisha,5002
10,SWAPNA RANI JAMES,Utkal Samaj,1603,5,1608,0.13,Dhenkanal,Odisha,5003
11,NOTA,None of the Above,13731,46,13777,1.16,Dhenkanal,Odisha,5004
1,BIBHU PRASAD TARAI,Bharatiya Janata Party,585672,3421,589093,45.8,Jagatsinghpur,Odisha,5005
2,DR. RAJASHREE MALLICK,Biju Janata Dal,546443,1954,548397,42.63,Jagatsinghpur,Odisha,5006
3,RABINDRA KUMAR SETHY,Indian National Congress,122875,695,123570,9.61,Jagatsinghpur,Odisha,5007
4,RAMESH CHANDRA SETHY,Communist Party of India,8112,18,8130,0.63,Jagatsinghpur,Odisha,5008
5,PEEYUUSH DAS,Ambedkarite Party of India,3225,5,3230,0.25,Jagatsinghpur,Odisha,5009
6,BIBHUTI BHUSAN MAJHI,Bahujan Samaj Party,2718,22,2740,0.21,Jagatsinghpur,Odisha,5010
7,MAHESWAR DAS,Socialist Unity Centre Of India (COMMUNIST),2374,10,2384,0.19,Jagatsinghpur,Odisha,5011
8,SANKAR DAS,Independent,1476,12,1488,0.12,Jagatsinghpur,Odisha,5012
9,SILI MALLICK,Samruddha Odisha,924,6,930,0.07,Jagatsinghpur,Odisha,5013
10,ARJUNA CHARAN BEHERA,Independent,758,8,766,0.06,Jagatsinghpur,Odisha,5014
11,BHANUMATI DAS,Utkal Samaj,674,3,677,0.05,Jagatsinghpur,Odisha,5015
12,NOTA,None of the Above,4852,30,4882,0.38,Jagatsinghpur,Odisha,5016
1,SARMISTHA SETHI,Biju Janata Dal,529428,3224,532652,45.87,Jajpur,Odisha,5017
2,RABINDRA NARAYAN BEHERA,Bharatiya Janata Party,528959,5280,534239,46.01,Jajpur,Odisha,5018
3,ANCHAL DAS,Indian National Congress,52455,690,53145,4.58,Jajpur,Odisha,5019
4,SUBASH CHANDRA MALLIK,Socialist Unity Centre Of India (COMMUNIST),17955,52,18007,1.55,Jajpur,Odisha,5020
5,ER. SANDHYA RANI MALLICK,Bahujan Samaj Party,3189,29,3218,0.28,Jajpur,Odisha,5021
6,BHAIRABA PRASAD BEHERA,Independent,2398,5,2403,0.21,Jajpur,Odisha,5022
7,SUMANTA MALIK,Independent,2295,6,2301,0.2,Jajpur,Odisha,5023
8,BIDYADHAR DALEI,Ambedkarite Party of India,2172,-,2172,0.19,Jajpur,Odisha,5024
9,JHUNA MALIK,Manas Lokshakti Dal,2075,2,2077,0.18,Jajpur,Odisha,5025
10,ARTTATRANA MALIK,Independent,1234,18,1252,0.11,Jajpur,Odisha,5026
11,NARENDRA MALIKA,Independent,1119,-,1119,0.1,Jajpur,Odisha,5027
12,MANTU SETHI,Janta Darbar Party,954,2,956,0.08,Jajpur,Odisha,5028
13,BINOD KUMAR JENA,Gana Suraksha Party,876,3,879,0.08,Jajpur,Odisha,5029
14,NOTA,None of the Above,6738,50,6788,0.58,Jajpur,Odisha,5030
1,MALVIKA DEVI,Bharatiya Janata Party,538535,5768,544303,40.79,Kalahandi,Odisha,5031
2,LAMBODAR NIAL,Biju Janata Dal,408267,2223,410490,30.77,Kalahandi,Odisha,5032
3,DROUPADI MAJHI,Indian National Congress,300060,3139,303199,22.72,Kalahandi,Odisha,5033
4,UMAKANTA TANDI,Independent,9180,14,9194,0.69,Kalahandi,Odisha,5034
5,BIRANCHI NARAYAN DURGA,Bahujan Samaj Party,8440,57,8497,0.64,Kalahandi,Odisha,5035
6,DR. DHARMANANDA GAHIR,Independent,7775,36,7811,0.59,Kalahandi,Odisha,5036
7,SIBA HATI,Samajwadi Party,7138,30,7168,0.54,Kalahandi,Odisha,5037
8,RAJARAM SAHU,Independent,6712,18,6730,0.5,Kalahandi,Odisha,5038
9,NARESH HIANLA,Independent,6627,14,6641,0.5,Kalahandi,Odisha,5039
10,GANGADHAR JAL,Independent,5547,43,5590,0.42,Kalahandi,Odisha,5040
11,HIMANSHU TRIPATHY,Samruddha Odisha,4898,8,4906,0.37,Kalahandi,Odisha,5041
12,NOTA,None of the Above,19620,95,19715,1.48,Kalahandi,Odisha,5042
1,SUKANTA KUMAR PANIGRAHI,Bharatiya Janata Party,413320,3095,416415,41.8,Kandhamal,Odisha,5043
2,ACHYUTANANDA SAMANTA,Biju Janata Dal,393644,1400,395044,39.66,Kandhamal,Odisha,5044
3,AMIR CHAND NAYAK,Indian National Congress,143311,1011,144322,14.49,Kandhamal,Odisha,5045
4,BHAGIRATHI BALIARSINGH,Manas Lokshakti Dal,7329,1,7330,0.74,Kandhamal,Odisha,5046
5,KANAK MANJARI RATH,Independent,5201,4,5205,0.52,Kandhamal,Odisha,5047
6,HARIBANDHU BEHERA,Bahujan Samaj Party,5121,16,5137,0.52,Kandhamal,Odisha,5048
7,SUBASH MOHAPATRA,National Jan Dal,4133,4,4137,0.42,Kandhamal,Odisha,5049
8,PARSURAM PRADHAN,Kalinga Sena,2770,11,2781,0.28,Kandhamal,Odisha,5050
9,NOTA,None of the Above,15691,29,15720,1.58,Kandhamal,Odisha,5051
1,BAIJAYANT PANDA,Bharatiya Janata Party,612916,2789,615705,48.21,Kendrapara,Odisha,5052
2,ANSHUMAN MOHANTY,Biju Janata Dal,547681,1488,549169,43,Kendrapara,Odisha,5053
3,SIDHARTH SWARUP DASH,Indian National Congress,94595,237,94832,7.43,Kendrapara,Odisha,5054
4,SOUBHAGYA KETAN SAMAL,Socialist Unity Centre Of India (COMMUNIST),3393,2,3395,0.27,Kendrapara,Odisha,5055
5,SEKHA SADIKA HOSEN,Bahujan Samaj Party,1845,7,1852,0.15,Kendrapara,Odisha,5056
6,SUPRAVA DAS,Akhil Bhartiya Parivar Party,1559,2,1561,0.12,Kendrapara,Odisha,5057
7,SRIRAM PANDEY,Independent,1397,2,1399,0.11,Kendrapara,Odisha,5058
8,SANTOSH KUMAR PATRA,Independent,1370,3,1373,0.11,Kendrapara,Odisha,5059
9,PRATAP CHANDRA MOHANTY,Independent,1088,7,1095,0.09,Kendrapara,Odisha,5060
10,PRANGYAN PRAKASH MOHAPATRA,Odisha Janata Party,910,2,912,0.07,Kendrapara,Odisha,5061
11,NOTA,None of the Above,5807,8,5815,0.46,Kendrapara,Odisha,5062
1,ANANTA NAYAK,Bharatiya Janata Party,571133,2790,573923,45.67,Keonjhar,Odisha,5063
2,DHANURJAYA SIDU,Biju Janata Dal,476206,675,476881,37.95,Keonjhar,Odisha,5064
3,BINOD BIHARI NAIK,Indian National Congress,104944,334,105278,8.38,Keonjhar,Odisha,5065
4,JOHN MIRAN MUNDA,Independent,31729,7,31736,2.53,Keonjhar,Odisha,5066
5,SAHEBA JUANGA,Manas Lokshakti Dal,11040,3,11043,0.88,Keonjhar,Odisha,5067
6,SUSHANT KUMAR NAIK,Independent,9041,3,9044,0.72,Keonjhar,Odisha,5068
7,LAMBODAR NAIK,Independent,6778,-,6778,0.54,Keonjhar,Odisha,5069
8,HARIHAR MUNDA,Socialist Unity Centre Of India (COMMUNIST),6569,5,6574,0.52,Keonjhar,Odisha,5070
9,RAGHUMANI NAIK,Independent,4550,6,4556,0.36,Keonjhar,Odisha,5071
10,RAM PRASAD HEMBRAM,Bahujan Samaj Party,3884,11,3895,0.31,Keonjhar,Odisha,5072
11,PITABASA NAIK,AJSU Party,2141,3,2144,0.17,Keonjhar,Odisha,5073
12,NOTA,None of the Above,24746,17,24763,1.97,Keonjhar,Odisha,5074
1,SAPTAGIRI SANKAR ULAKA,Indian National Congress,469295,2098,471393,41.03,Koraput,Odisha,5075
2,KAUSALYA HIKAKA,Biju Janata Dal,322797,852,323649,28.17,Koraput,Odisha,5076
3,KALIRAM MAJHI,Bharatiya Janata Party,230792,1722,232514,20.24,Koraput,Odisha,5077
4,DAMINI JANI,Bahujan Samaj Party,15373,54,15427,1.34,Koraput,Odisha,5078
5,PRAKASH HIKAKA,Communist Party of India  (Marxist-Leninist)  (Liberation),14847,5,14852,1.29,Koraput,Odisha,5079
6,LASU HANTAL,Independent,14362,11,14373,1.25,Koraput,Odisha,5080
7,RAGHUMANI GOMANGO,Independent,10528,12,10540,0.92,Koraput,Odisha,5081
8,ABINASH GOMANGO,Independent,10258,16,10274,0.89,Koraput,Odisha,5082
9,SUMAN KANTA,Naba Bharata Nirmana Seva Party,8386,10,8396,0.73,Koraput,Odisha,5083
10,SANTOSH KUMAR BIDIKA,Republican Party of India (A),5413,2,5415,0.47,Koraput,Odisha,5084
11,PRAMILA PUJARI,Socialist Unity Centre Of India (COMMUNIST),4866,12,4878,0.42,Koraput,Odisha,5085
12,NOTA,None of the Above,37106,25,37131,3.23,Koraput,Odisha,5086
1,NABA CHARAN MAJHI,Bharatiya Janata Party,580579,5392,585971,49.91,Mayurbhanj,Odisha,5087
2,SUDAM MARNDI,Biju Janata Dal,364745,1892,366637,31.23,Mayurbhanj,Odisha,5088
3,ANJANI SOREN,Jharkhand Mukti Morcha,134713,686,135399,11.53,Mayurbhanj,Odisha,5089
4,RABINDRA NATH SINGH,Independent,9282,42,9324,0.79,Mayurbhanj,Odisha,5090
5,ASHOK KUMAR SING,Independent,8918,35,8953,0.76,Mayurbhanj,Odisha,5091
6,JATIA SAWAYAN,Bahujan Samaj Party,8457,45,8502,0.72,Mayurbhanj,Odisha,5092
7,SANTILATA CHATTAR,Independent,8448,29,8477,0.72,Mayurbhanj,Odisha,5093
8,PITAMBAR NAIK,Socialist Unity Centre Of India (COMMUNIST),8070,44,8114,0.69,Mayurbhanj,Odisha,5094
9,ANTA ALOK BASKEY,AJSU Party,5386,8,5394,0.46,Mayurbhanj,Odisha,5095
10,BAJUN HANSDA,Independent,5304,18,5322,0.45,Mayurbhanj,Odisha,5096
11,KANHU CHARAN TUDU,Independent,5103,35,5138,0.44,Mayurbhanj,Odisha,5097
12,SUKANTA HEMBRAM,Bharatiya Nyay-Adhikar Raksha Party,3636,20,3656,0.31,Mayurbhanj,Odisha,5098
13,GURU  CHARAN HEMBRAM,Bharatheeya Jawan Kisan Party,3175,35,3210,0.27,Mayurbhanj,Odisha,5099
14,NOTA,None of the Above,19853,100,19953,1.7,Mayurbhanj,Odisha,5100
1,BALABHADRA MAJHI,Bharatiya Janata Party,478330,3066,481396,38.74,Nabarangpur,Odisha,5101
2,PRADEEP KUMAR MAJHI,Biju Janata Dal,392448,1412,393860,31.7,Nabarangpur,Odisha,5102
3,BHUJABAL MAJHI,Indian National Congress,302095,1297,303392,24.42,Nabarangpur,Odisha,5103
4,TRINATH MUNDAGUDIA,Socialist Unity Centre Of India (COMMUNIST),20548,11,20559,1.65,Nabarangpur,Odisha,5104
5,NOTA,None of the Above,43240,28,43268,3.48,Nabarangpur,Odisha,5105
1,SAMBIT PATRA,Bharatiya Janata Party,625372,3958,629330,52.58,Puri,Odisha,5106
2,ARUP MOHAN PATNAIK,Biju Janata Dal,523036,1585,524621,43.83,Puri,Odisha,5107
3,JAYANARAYAN PATTANAYAK,Indian National Congress,24066,276,24342,2.03,Puri,Odisha,5108
4,SANTANU KUMAR DAS,Bahujan Samaj Party,3918,11,3929,0.33,Puri,Odisha,5109
5,SUBASH CHANDRA BHOI,Socialist Unity Centre Of India (COMMUNIST),3257,9,3266,0.27,Puri,Odisha,5110
6,SOBHA PANDEY,Independent,2212,17,2229,0.19,Puri,Odisha,5111
7,DILLIP KUMAR BARAL,Independent,1605,6,1611,0.13,Puri,Odisha,5112
8,NOTA,None of the Above,7568,42,7610,0.64,Puri,Odisha,5113
1,DHARMENDRA PRADHAN,Bharatiya Janata Party,587827,4335,592162,49.48,Sambalpur,Odisha,5114
2,PRANAB PRAKASH DAS,Biju Janata Dal,471198,1128,472326,39.47,Sambalpur,Odisha,5115
3,NAGENDRA KUMAR PRADHAN,Indian National Congress,88573,540,89113,7.45,Sambalpur,Odisha,5116
4,SADANAND RANBIDA,Bahujan Samaj Party,4776,19,4795,0.4,Sambalpur,Odisha,5117
5,SRIRAM PANDEY,Independent,4700,2,4702,0.39,Sambalpur,Odisha,5118
6,SHUSHIL KUMAR BABU,Independent,4298,5,4303,0.36,Sambalpur,Odisha,5119
7,GNYANENDRA BEHERA,Independent,3331,3,3334,0.28,Sambalpur,Odisha,5120
8,NABAKISHORE PRADHAN,Socialist Unity Centre Of India (COMMUNIST),3151,6,3157,0.26,Sambalpur,Odisha,5121
9,ATMA RAM SUPKAR,Independent,2053,6,2059,0.17,Sambalpur,Odisha,5122
10,PURUSHOTTAM PATRA,Kosal Janata Dal,1731,4,1735,0.14,Sambalpur,Odisha,5123
11,RAKESH BAG,Bharatiya Nyay-Adhikar Raksha Party,1704,4,1708,0.14,Sambalpur,Odisha,5124
12,SUBASH MOHAPATRA,National Jan Dal,1669,24,1693,0.14,Sambalpur,Odisha,5125
13,LAXMAN KUMAR BHOI,Paschimanchal Vikas Party,1662,20,1682,0.14,Sambalpur,Odisha,5126
14,KHAGESWAR BEHERA,Rashtriya Manav Party,1492,3,1495,0.12,Sambalpur,Odisha,5127
15,NOTA,None of the Above,12451,32,12483,1.04,Sambalpur,Odisha,5128
