S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
5,ASHOK WAMAN HIWALE,Independent,15414,22,15436,1.39,Buldhana,Maharashtra,251
6,SANDEEP RAMRAO SHELKE,Independent,12993,57,13050,1.18,Buldhana,Maharashtra,252
7,GAUTAM KISANRAO MAGHADE,Bahujan Samaj Party,8125,93,8218,0.74,Buldhana,Maharashtra,253
8,ASLAM SHAH HASAN SHAH,Maharashtra Vikas Aghadi,6117,36,6153,0.55,Buldhana,Maharashtra,254
9,NANDU JAGANNATH LAWANGE,Independent,5696,17,5713,0.51,Buldhana,Maharashtra,255
10,MACHHINDRA SHESHRAV MAGHADE,Socialist Party (India),5247,11,5258,0.47,Buldhana,Maharashtra,256
11,MOHAMMAD HASAN INAMDAR,Minorities Democratic Party,4966,12,4978,0.45,Buldhana,Maharashtra,257
12,GAJANAN JANARDAN DHANDE,Independent,4841,13,4854,0.44,Buldhana,Maharashtra,258
13,DINKAR TUKARAM SAMBARE,Independent,4550,14,4564,0.41,Buldhana,Maharashtra,259
14,BALASAHEB RAMCHANDRA INGLE,Independent,3911,20,3931,0.35,Buldhana,Maharashtra,260
15,PRATAP PANDHARINATH PATIL,Independent,2547,14,2561,0.23,Buldhana,Maharashtra,261
16,SANTOSH BHIMRAO INGLE,Republican Party of India (A),2524,6,2530,0.23,Buldhana,Maharashtra,262
17,MADHAVRAO SAKHARAM BANSODE,Bahujan Republican  Socialist Party,2441,14,2455,0.22,Buldhana,Maharashtra,263
18,VIKAS BHAI NANDAVE,Bhim Sena,2322,9,2331,0.21,Buldhana,Maharashtra,264
19,UDDHAV ONKAR ATOLE,Independent,1946,22,1968,0.18,Buldhana,Maharashtra,265
20,REKHA KAILAS POPHALKAR,Independent,1533,7,1540,0.14,Buldhana,Maharashtra,266
21,PROF SUMANTAI TIRPUDE,Peoples Party of India (Democratic),1505,6,1511,0.14,Buldhana,Maharashtra,267
22,NOTA,None of the Above,3750,36,3786,0.34,Buldhana,Maharashtra,268
1,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Indian National Congress,716635,1775,718410,57.88,Chandrapur,Maharashtra,269
2,MUNGANTIWAR SUDHIR SACCHIDANAND,Bharatiya Janata Party,456943,1061,458004,36.9,Chandrapur,Maharashtra,270
3,BELE RAJESH WARLUJI,Vanchit Bahujan  Aaghadi,21934,46,21980,1.77,Chandrapur,Maharashtra,271
4,RAJENDRA HARISHCHANDRA RAMTEKE,Bahujan Samaj Party,9145,43,9188,0.74,Chandrapur,Maharashtra,272
5,SANJAY NILKANTH GAWANDE,Independent,5087,1,5088,0.41,Chandrapur,Maharashtra,273
6,DIWAKAR HARIJI URADE,Independent,3221,3,3224,0.26,Chandrapur,Maharashtra,274
7,NAMDEO MANIKRAO SHEDMAKE,Gondvana Gantantra Party,2238,18,2256,0.18,Chandrapur,Maharashtra,275
8,SEWAKDAS KAWDUJI BARKE,Peoples Party of India (Democratic),1997,1,1998,0.16,Chandrapur,Maharashtra,276
9,AWACHIT SHAMRAO SAYAM,Janseva Gondwana Party,1886,20,1906,0.15,Chandrapur,Maharashtra,277
10,MILIND PRALHAD DAHIWALE,Independent,1759,2,1761,0.14,Chandrapur,Maharashtra,278
11,ASHOK RANAJI RATHOD,Jay Vidarbha Party,1660,10,1670,0.13,Chandrapur,Maharashtra,279
12,VIKAS UTTAMRAO LASANTE,Sanman Rajkiya Paksha,1518,2,1520,0.12,Chandrapur,Maharashtra,280
13,VIDYASAGAR KALIDAS KASARLAWAR,Bhim Sena,1426,-,1426,0.11,Chandrapur,Maharashtra,281
14,VANITA JITENDRA RAUT,Akhil Bharatiya Manavata Paksha,1054,3,1057,0.09,Chandrapur,Maharashtra,282
15,PURNIMA DILIP GHONMODE,Bahujan Republican  Socialist Party,967,6,973,0.08,Chandrapur,Maharashtra,283
16,NOTA,None of the Above,10821,22,10843,0.87,Chandrapur,Maharashtra,284
1,BACHHAV SHOBHA DINESH,Indian National Congress,582492,1374,583866,47.89,Dhule,Maharashtra,285
2,BHAMRE SUBHASH RAMRAO,Bharatiya Janata Party,577778,2257,580035,47.57,Dhule,Maharashtra,286
3,BHARAT BABURAO JADHAV,Independent,19695,18,19713,1.62,Dhule,Maharashtra,287
4,ZAHOOR AHAMAD MOHAMAD YUSUF (JAM JAM),Bahujan Samaj Party,4955,18,4973,0.41,Dhule,Maharashtra,288
5,SANJAY RAMESHWAR SHARMA,Independent,3741,5,3746,0.31,Dhule,Maharashtra,289
6,SHAFEEQUE AHEMAD MD. RAFEEQUE,Independent,3706,1,3707,0.3,Dhule,Maharashtra,290
7,NAMDEO ROHIDAS YELAVE,Bharatheeya Jawan Kisan Party,3659,24,3683,0.3,Dhule,Maharashtra,291
8,ADV SACHIN UMAJI NIKAM,Independent,3657,3,3660,0.3,Dhule,Maharashtra,292
9,RAJ CHAVAN,Independent,3443,9,3452,0.28,Dhule,Maharashtra,293
10,MOHAMMAD ISMAIL JUMMAN,Independent,1084,1,1085,0.09,Dhule,Maharashtra,294
11,SURESH JAGANNATH BRAHMANKAR (SURESH BAPU),Independent,1035,3,1038,0.09,Dhule,Maharashtra,295
12,PATIL SHIVAJI NATHU,All India Forward Bloc,994,7,1001,0.08,Dhule,Maharashtra,296
13,SHAIKH MOHAMMAD ZAID SHAMIM AHMED,Welfare Party Of India,946,5,951,0.08,Dhule,Maharashtra,297
14,MOHAMMAD AAMEEN MOHAMMAD FARUQUE,Independent,833,2,835,0.07,Dhule,Maharashtra,298
15,MUQEEM MEENA NAGRI,Bhim Sena,773,8,781,0.06,Dhule,Maharashtra,299
16,IRFAN. MO. ISHAK (NADIR),Independent,763,-,763,0.06,Dhule,Maharashtra,300
17,MALAY PRAKASH PATIL,Independent,734,2,736,0.06,Dhule,Maharashtra,301
18,ABDUL HAFEEZ ABDUL HAQUE,Independent,576,1,577,0.05,Dhule,Maharashtra,302
19,NOTA,None of the Above,4661,32,4693,0.38,Dhule,Maharashtra,303
1,BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party – Sharadchandra Pawar,575291,2048,577339,46.53,Dindori,Maharashtra,304
2,DR. BHARATI PRAVIN PAWAR,Bharatiya Janata Party,462333,1807,464140,37.4,Dindori,Maharashtra,305
3,BABU SADU BHAGRE (SIR),Independent,103526,106,103632,8.35,Dindori,Maharashtra,306
4,DHOMSE MALATI RAHUL,Vanchit Bahujan  Aaghadi,37006,97,37103,2.99,Dindori,Maharashtra,307
5,JAGTAP DIPAK GANPAT,Independent,15664,17,15681,1.26,Dindori,Maharashtra,308
6,TULSHIRAM CHIMAN KHOTARE,Bahujan Samaj Party,9589,65,9654,0.78,Dindori,Maharashtra,309
7,KISHOR AMBADAS DAGALE,Ambedkarite Party of India,8032,23,8055,0.65,Dindori,Maharashtra,310
8,ANIL GAWALIRAM BARDE,Independent,6432,9,6441,0.52,Dindori,Maharashtra,311
9,BHARAT ARUN PAWAR,Bahujan Republican  Socialist Party,5613,8,5621,0.45,Dindori,Maharashtra,312
10,GULAB MOHAN BARDE,Prabuddha Republican Party,4983,15,4998,0.4,Dindori,Maharashtra,313
11,NOTA,None of the Above,8206,40,8246,0.66,Dindori,Maharashtra,314
1,DR. KIRSAN  NAMDEO,Indian National Congress,614610,3182,617792,52.97,Chimur,Maharashtra,315
2,ASHOK  MAHADEORAO NETE,Bharatiya Janata Party,474376,1720,476096,40.82,Chimur,Maharashtra,316
3,GONNADE  YOGESH  NAMDEORAO,Bahujan Samaj Party,18930,125,19055,1.63,Chimur,Maharashtra,317
4,HITESH PANDURANG MADAVI,Vanchit Bahujan  Aaghadi,15824,98,15922,1.37,Chimur,Maharashtra,318
5,VINOD GURUDAS MADAVI,Independent,6107,19,6126,0.53,Chimur,Maharashtra,319
6,KODAPE VILAS SHAMARAO,Independent,4396,6,4402,0.38,Chimur,Maharashtra,320
7,SUHAS UMESH KUMRE,Bhim Sena,2851,21,2872,0.25,Chimur,Maharashtra,321
8,KARAN SURESH SAYAM,Independent,2772,17,2789,0.24,Chimur,Maharashtra,322
9,BARIKRAO DHARMAJI MADAVI,Bahujan Republican  Socialist Party,2527,28,2555,0.22,Chimur,Maharashtra,323
10,DHIRAJ PURUSHOTTAM SHEDMAKE,Janseva Gondwana Party,2141,33,2174,0.19,Chimur,Maharashtra,324
11,NOTA,None of the Above,16507,70,16577,1.42,Chimur,Maharashtra,325
1,DHAIRYASHEEL SAMBHAJIRAO MANE,Shiv Sena,518334,1856,520190,40.14,Hatkanangale,Maharashtra,326
2,SATYAJEET BABASAHEB PATIL (AABA) SARUDKAR,Shiv Sena (Uddhav Balasaheb Thackrey),504181,2583,506764,39.1,Hatkanangale,Maharashtra,327
3,RAJU SHETTI,Swabhimani Paksha,178866,984,179850,13.88,Hatkanangale,Maharashtra,328
4,D. C. PATIL DADASAHEB / DADGONDA CHAVGONDA PATIL,Vanchit Bahujan  Aaghadi,32591,105,32696,2.52,Hatkanangale,Maharashtra,329
5,ASLAM AINODIN MULLA,Independent,6107,4,6111,0.47,Hatkanangale,Maharashtra,330
6,ANANDRAO VASANTRAO SARNAIK (FOUJI BAPU),Independent,4944,11,4955,0.38,Hatkanangale,Maharashtra,331
7,TANDALE LAXMAN SHIVAJI,Independent,4788,1,4789,0.37,Hatkanangale,Maharashtra,332
8,PROF. PARASHURAM MANE,Independent,4467,10,4477,0.35,Hatkanangale,Maharashtra,333
9,KAMBLE RAVINDRA TUKARAM,Bahujan Samaj Party,3968,65,4033,0.31,Hatkanangale,Maharashtra,334
10,SATYAJEET PATIL (AABA),Independent,3602,30,3632,0.28,Hatkanangale,Maharashtra,335
11,ANANDRAO TUKARAM THORAT,Independent,3497,2,3499,0.27,Hatkanangale,Maharashtra,336
12,IMRAN IQBAL KHATIB,Bahujan Mukti Party,3172,18,3190,0.25,Hatkanangale,Maharashtra,337
13,RAGHUNATHDADA PATIL,Bharatheeya Jawan Kisan Party,2146,28,2174,0.17,Hatkanangale,Maharashtra,338
14,JAVED SIKANDAR MUJAVAR,Independent,1849,3,1852,0.14,Hatkanangale,Maharashtra,339
15,SANTOSH KERBA KHOT,Kamgaar Kisan Party,1697,4,1701,0.13,Hatkanangale,Maharashtra,340
16,DR. ISHWAR MAHADEV YAMGAR,Bharatiya Lokshakti Party,1520,17,1537,0.12,Hatkanangale,Maharashtra,341
17,SHIVAJI DHONDIRAM SANKPAL,Independent,1390,2,1392,0.11,Hatkanangale,Maharashtra,342
18,SHARAD BABURAO PATIL,National Black Panther Party,1356,5,1361,0.11,Hatkanangale,Maharashtra,343
19,MANOHAR PRADIP SATPUTE,Independent,1063,3,1066,0.08,Hatkanangale,Maharashtra,344
20,DHANAJI JAGANNATH GURAV (SHIVAREKAR),Lokrajya Janata Party,1054,7,1061,0.08,Hatkanangale,Maharashtra,345
21,DAVARI LAXMAN SHRIPATI,Independent,1004,5,1009,0.08,Hatkanangale,Maharashtra,346
22,RAJENDRA BHIMRAO MANE,Independent,935,5,940,0.07,Hatkanangale,Maharashtra,347
23,DINAKARRAO TULSHIDAS CHAVAN (PATIL),All India Forward Bloc,674,5,679,0.05,Hatkanangale,Maharashtra,348
24,RAMCHANDRA GOVINDRAO SALUNKHE,Independent,618,-,618,0.05,Hatkanangale,Maharashtra,349
25,MOHITE DEVENDRA NANA,Independent,559,1,560,0.04,Hatkanangale,Maharashtra,350
26,MANE ARVIND BHIVA,Independent,422,2,424,0.03,Hatkanangale,Maharashtra,351
27,MAHAMMAD MUBARAK DARAVESHI,Independent,360,1,361,0.03,Hatkanangale,Maharashtra,352
28,NOTA,None of the Above,5027,76,5103,0.39,Hatkanangale,Maharashtra,353
1,AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey),490432,2103,492535,42.49,Hingoli,Maharashtra,354
2,BABURAO KADAM KOHALIKAR,Shiv Sena,382599,1334,383933,33.12,Hingoli,Maharashtra,355
3,DR. B. D. CHAVHAN,Vanchit Bahujan  Aaghadi,161324,490,161814,13.96,Hingoli,Maharashtra,356
4,AMBADAS SUKAJI GADE,Independent,14729,13,14742,1.27,Hingoli,Maharashtra,357
5,VIJAY RAMJI GABHANE,Communist Party of India  (Marxist),14617,27,14644,1.26,Hingoli,Maharashtra,358
6,ANAND RAJARAM DHULE,Independent,9807,10,9817,0.85,Hingoli,Maharashtra,359
7,GAJANAN DHONDBA DAL,Bahujan Samaj Party,7410,55,7465,0.64,Hingoli,Maharashtra,360
8,DATTA SHRIKRISHNA SURYAWANSHI,Independent,7233,6,7239,0.62,Hingoli,Maharashtra,361
9,SARJERAO NIVRUTTI KHANDARE,Independent,5010,4,5014,0.43,Hingoli,Maharashtra,362
10,RAMPRASAD NARAYAN BANGAR,Independent,4518,7,4525,0.39,Hingoli,Maharashtra,363
11,BABURAO ANANDRAO KADAM,Independent,4469,13,4482,0.39,Hingoli,Maharashtra,364
12,DEVSARKAR VARSHA SHIVAJIRAO,Bahujan Mukti Party,4081,18,4099,0.35,Hingoli,Maharashtra,365
13,A. KADIR MASTAN SAYYED (GOREGAONKAR),Independent,3707,6,3713,0.32,Hingoli,Maharashtra,366
14,ANIL DEVRAO MOHITE,Akhil Bhartiya Parivar Party,3353,21,3374,0.29,Hingoli,Maharashtra,367
15,SUNIL MOTIRAM GAJBHAR,Independent,3192,-,3192,0.28,Hingoli,Maharashtra,368
16,ADV ALTAF AHMED,Indian National League,2934,16,2950,0.25,Hingoli,Maharashtra,369
17,ASHOK PANDURANG RATHOD,Independent,2897,9,2906,0.25,Hingoli,Maharashtra,370
18,ADV RAVI SHINDE,Independent,2687,14,2701,0.23,Hingoli,Maharashtra,371
19,SATTAR PATHAN,Independent,2461,2,2463,0.21,Hingoli,Maharashtra,372
20,MAHESH KAILAS NAPTE,Independent,2298,1,2299,0.2,Hingoli,Maharashtra,373
21,ADV. SHIVAJIRAO JADHAV,Independent,2181,33,2214,0.19,Hingoli,Maharashtra,374
22,BHAWAR GOVINDRAO FULAJI,Independent,2138,8,2146,0.19,Hingoli,Maharashtra,375
23,TRISHALA MILIND KAMBLE,Bahujan Samaj Party  (Ambedkar),2128,22,2150,0.19,Hingoli,Maharashtra,376
24,PRAKASH MASARAM RANVIR,Republican Party of India (A),2097,5,2102,0.18,Hingoli,Maharashtra,377
25,ADV. RAMRAO ATMARAM JUMBADE,Independent,2095,9,2104,0.18,Hingoli,Maharashtra,378
26,DESHA SHYAM BANJARA,Samnak Janta Party,2052,11,2063,0.18,Hingoli,Maharashtra,379
27,VISHVANATH BHAURAO FALEGAONKAR,Independent,1856,3,1859,0.16,Hingoli,Maharashtra,380
28,HEMANT RADHAKISHAN KANAKE,Rashtriya Kisan Bahujan Party,1791,9,1800,0.16,Hingoli,Maharashtra,381
29,RAVI RAMDAS JADHAV (SAWANEKAR),Abhinav Bharat Janseva Paksh,1590,12,1602,0.14,Hingoli,Maharashtra,382
30,DEWJI GANGARAM ASOLE,Independent,1476,7,1483,0.13,Hingoli,Maharashtra,383
31,VIJAY DNYANBA RAUT,Independent,1115,11,1126,0.1,Hingoli,Maharashtra,384
32,SUNIL DASHARATH INGOLE,Bhim Sena,1024,4,1028,0.09,Hingoli,Maharashtra,385
33,VASANT KISAN PAIKRAO,Independent,590,3,593,0.05,Hingoli,Maharashtra,386
34,NOTA,None of the Above,3079,44,3123,0.27,Hingoli,Maharashtra,387
1,SMITA UDAY WAGH,Bharatiya Janata Party,672119,2309,674428,57.67,Jalgaon,Maharashtra,388
2,KARAN BALASAHEB PATIL - PAWAR,Shiv Sena (Uddhav Balasaheb Thackrey),421213,1621,422834,36.15,Jalgaon,Maharashtra,389
3,YUVRAJ JADHAV (SAMBHA AAPPA),Vanchit Bahujan  Aaghadi,21062,115,21177,1.81,Jalgaon,Maharashtra,390
4,EX-HAVILDAR ISHWAR DAYARAM MORE,Sainik Samaj Party,7479,69,7548,0.65,Jalgaon,Maharashtra,391
5,VILAS SHANKAR TAYADE,Bahujan Samaj Party,6310,71,6381,0.55,Jalgaon,Maharashtra,392
6,LALIT (BANTI) SHARMA,Independent,4189,3,4192,0.36,Jalgaon,Maharashtra,393
7,KARAN PAWAR,Independent,3954,29,3983,0.34,Jalgaon,Maharashtra,394
8,ADVOCATE VIJAY BABULAL DANEJ,Independent,3400,4,3404,0.29,Jalgaon,Maharashtra,395
9,MUKESH MULCHAND KOLI,Independent,3358,12,3370,0.29,Jalgaon,Maharashtra,396
10,MAHENDRA DEVRAM KOLI,Independent,2462,14,2476,0.21,Jalgaon,Maharashtra,397
11,AHMAD KHAN,Independent,1889,12,1901,0.16,Jalgaon,Maharashtra,398
12,ABDUL SHAKUR DESHPANDE,Independent,1593,13,1606,0.14,Jalgaon,Maharashtra,399
13,ADV. NAMDEO PANDURANG KOLI,Independent,1212,12,1224,0.1,Jalgaon,Maharashtra,400
14,PATIL SANDIP YUVRAJ,Independent,1098,12,1110,0.09,Jalgaon,Maharashtra,401
15,NOTA,None of the Above,13878,41,13919,1.19,Jalgaon,Maharashtra,402
1,KALYAN VAIJINATHRAO KALE,Indian National Congress,605504,2393,607897,44.59,Jalna,Maharashtra,403
2,DANVE RAOSAHEB DADARAO,Bharatiya Janata Party,495809,2130,497939,36.52,Jalna,Maharashtra,404
3,MANGESH SANJAY SABLE,Independent,155335,595,155930,11.44,Jalna,Maharashtra,405
4,BAKALE PRABHAKAR DEVGAN,Vanchit Bahujan  Aaghadi,37678,132,37810,2.77,Jalna,Maharashtra,406
5,BABASAHEB SANTUKRAO SHELKE,Samata Party,9564,6,9570,0.7,Jalna,Maharashtra,407
6,CHABUKSWAR RAHUL NIRANJAN,Independent,6330,7,6337,0.46,Jalna,Maharashtra,408
7,NIVRUTTI VISHWNATH BANSODE,Bahujan Samaj Party,5974,34,6008,0.44,Jalna,Maharashtra,409
8,DIPAK BHIMRAO BORHADE,Samnak Janta Party,5498,24,5522,0.41,Jalna,Maharashtra,410
9,TANAJI TUKARAM BHOJANE,Independent,4933,15,4948,0.36,Jalna,Maharashtra,411
10,KAMBLE MAROTI DASHARATH,Independent,3712,16,3728,0.27,Jalna,Maharashtra,412
11,RAJENDRA NAMDEO MAGRE,Independent,2873,2,2875,0.21,Jalna,Maharashtra,413
12,MANOJ NEMINATH KOLTE,Independent,2734,3,2737,0.2,Jalna,Maharashtra,414
13,MUKESH PRABHAT RATHOD,Akhil Bhartiya Parivar Party,2580,11,2591,0.19,Jalna,Maharashtra,415
14,BABASAHEB PATIL SHINDE,Independent,2413,4,2417,0.18,Jalna,Maharashtra,416
15,KADUBA MHATARBA INGLE,Independent,1962,5,1967,0.14,Jalna,Maharashtra,417
16,AJHAR ANWAR SAYYAD,Independent,1541,5,1546,0.11,Jalna,Maharashtra,418
17,AHMAD RAHIM SAIKH BAGWAN,Independent,1390,4,1394,0.1,Jalna,Maharashtra,419
18,ADV. YOGESH DATTU GULLAPELLI,Independent,1339,3,1342,0.1,Jalna,Maharashtra,420
19,BHAGWAN SAHEBRAO REGUDE,Hindustan Janta Party,1173,1,1174,0.09,Jalna,Maharashtra,421
20,DNYANESHWAR DAGDUJI NADE,Independent,1142,1,1143,0.08,Jalna,Maharashtra,422
21,DHANANJAY RUPRAOJI KAKDE (PATIL),Bharatheeya Jawan Kisan Party,1132,7,1139,0.08,Jalna,Maharashtra,423
22,ABDUL RAFIQ ABDUL LATIF,Independent,1045,2,1047,0.08,Jalna,Maharashtra,424
23,SHYAM RUSTUMRAO SHIRSATH,Bahujan Republican  Socialist Party,972,2,974,0.07,Jalna,Maharashtra,425
24,RATAN ASARAM LANDGE,Independent,646,1,647,0.05,Jalna,Maharashtra,426
25,VIKAS CHHAGAN LAHANE,Independent,644,-,644,0.05,Jalna,Maharashtra,427
26,SHAM PAWALS RUPEKAR,Independent,544,2,546,0.04,Jalna,Maharashtra,428
27,NOTA,None of the Above,3504,33,3537,0.26,Jalna,Maharashtra,429
1,DR SHRIKANT EKNATH SHINDE,Shiv Sena,587921,1715,589636,56.38,Kalyan,Maharashtra,430
2,VAISHALI DAREKAR - RANE,Shiv Sena (Uddhav Balasaheb Thackrey),379236,1256,380492,36.39,Kalyan,Maharashtra,431
3,MO. SAHABUDDIN SHAIKH SULEMANI THAKUR,Vanchit Bahujan  Aaghadi,18697,44,18741,1.79,Kalyan,Maharashtra,432
4,PRASHANT RAMESH INGLE,Bahujan Samaj Party,11285,56,11341,1.08,Kalyan,Maharashtra,433
5,AMIT UPADHYAY,Right to Recall Party,4185,20,4205,0.4,Kalyan,Maharashtra,434
6,ARUN BHAURAO NITURE,Rashtriya Kisan Bahujan Party,2751,2,2753,0.26,Kalyan,Maharashtra,435
7,AMRISH RAJ MORAJKAR,Independent,2616,4,2620,0.25,Kalyan,Maharashtra,436
8,ASHWINI AMOL KENDRE,Independent,2461,7,2468,0.24,Kalyan,Maharashtra,437
9,NAFIS AHMED ANSARI,Independent,1997,3,2000,0.19,Kalyan,Maharashtra,438
10,SUSHILA KASHINATH KAMBLE,Bahujan Samaj Party  (Ambedkar),1847,11,1858,0.18,Kalyan,Maharashtra,439
11,ABHIJIT WAMANRAO BICHUKALE,Independent,1823,1,1824,0.17,Kalyan,Maharashtra,440
12,AJAY SHYAM MORYA,Independent,1798,4,1802,0.17,Kalyan,Maharashtra,441
13,SAMBHAJI JAGANNATH JADHAV,Sanyukt Bharat Paksh,1607,2,1609,0.15,Kalyan,Maharashtra,442
14,CHANDRAKANT RAMBHAJI MOTE,Independent,1378,2,1380,0.13,Kalyan,Maharashtra,443
15,POONAM JAGANNATH BAISANE,Bahujan Republican  Socialist Party,1376,5,1381,0.13,Kalyan,Maharashtra,444
16,HINDURAO DADU PATIL,Rashtriya Maratha Party,1236,7,1243,0.12,Kalyan,Maharashtra,445
17,GAWALI PRAVIN SHIVAJI,Apni Prajahit Party,1080,2,1082,0.1,Kalyan,Maharashtra,446
18,ARUN VAMAN JADHAV,Independent,1077,5,1082,0.1,Kalyan,Maharashtra,447
19,SHRIDHAR NARAYAN SALVE,Bhim Sena,1068,4,1072,0.1,Kalyan,Maharashtra,448
20,SHRIKANT SHIVAJI VANJARE,Peoples Party of India (Democratic),806,2,808,0.08,Kalyan,Maharashtra,449
21,PRAJAKTA NILESH YELVE,Independent,780,3,783,0.07,Kalyan,Maharashtra,450
22,DNYANESHWAR LOKHANDE MAHARAJ,Independent,738,3,741,0.07,Kalyan,Maharashtra,451
23,ADV. HITESH JAIKISHAN JESWANI,Independent,712,3,715,0.07,Kalyan,Maharashtra,452
24,MOHAMMAD YUSUF KHAN,Independent,648,5,653,0.06,Kalyan,Maharashtra,453
25,RAKESH KUMAR DHISULAL JAIN,Independent,599,3,602,0.06,Kalyan,Maharashtra,454
26,SHIVA KRISHNAMURTI IYER,Independent,435,2,437,0.04,Kalyan,Maharashtra,455
27,SALIMUDDIN KHALILUDDIN SHAIKH,Independent,370,1,371,0.04,Kalyan,Maharashtra,456
28,DR. SACHIN SAHEBRAO PATIL,Independent,346,5,351,0.03,Kalyan,Maharashtra,457
29,NOTA,None of the Above,11603,83,11686,1.12,Kalyan,Maharashtra,458
1,CHHATRAPATI SHAHU SHAHAJI,Indian National Congress,750323,4199,754522,54.15,Kolhapur,Maharashtra,459
2,SANJAY SADASHIVRAO MANDLIK,Shiv Sena,597014,2544,599558,43.03,Kolhapur,Maharashtra,460
3,SANJAY BHIKAJI MAGADE,Bahujan Samaj Party,3946,56,4002,0.29,Kolhapur,Maharashtra,461
4,MUSHTAK AJIJ MULLA,Independent,3822,2,3824,0.27,Kolhapur,Maharashtra,462
5,MADHURI RAJU JADHAV,Independent,3503,5,3508,0.25,Kolhapur,Maharashtra,463
6,KHADE BAJIRAO NANASO,Independent,3497,15,3512,0.25,Kolhapur,Maharashtra,464
7,KRUSHNABAI DIPAK CHOUGALE,Independent,3045,18,3063,0.22,Kolhapur,Maharashtra,465
8,KOGALE SANDEEP BHAIRAVNATH,Desh Janhit Party,2952,23,2975,0.21,Kolhapur,Maharashtra,466
9,ADV. YASH SUHAS HEGDEPATIL,Independent,2457,2,2459,0.18,Kolhapur,Maharashtra,467
10,NAGNATH PUNDALIK BENAKE,Independent,1215,12,1227,0.09,Kolhapur,Maharashtra,468
11,RAJANDARA BALASO KOLI,Independent,1029,15,1044,0.07,Kolhapur,Maharashtra,469
12,B. T. PATIL (EX SERVICEMAN),Bharatheeya Jawan Kisan Party,1011,96,1107,0.08,Kolhapur,Maharashtra,470
13,SUBHASH VAIJU DESAI,Independent,847,2,849,0.06,Kolhapur,Maharashtra,471
14,MANGESH JAYSINGH PATIL,Independent,647,6,653,0.05,Kolhapur,Maharashtra,472
15,SHASHIBHUSHAN JEEVANRAO DESAI,Akhil Bharat Hindu Mahasabha,636,15,651,0.05,Kolhapur,Maharashtra,473
16,SANTOSH GANPATI BISURE,Apni Prajahit Party,635,4,639,0.05,Kolhapur,Maharashtra,474
17,DR. SUNIL NAMDEV PATIL,National Black Panther Party,626,7,633,0.05,Kolhapur,Maharashtra,475
18,KRUSHNA HANMANT DESAI,Independent,602,2,604,0.04,Kolhapur,Maharashtra,476
19,IRFAN ABUTALIB CHAND,Independent,595,2,597,0.04,Kolhapur,Maharashtra,477
20,MANE ARVIND BHIVA,Bhartiya Rashtriya Dal,558,12,570,0.04,Kolhapur,Maharashtra,478
21,SANDEEP GUNDOPANT SANKPAL,Independent,541,3,544,0.04,Kolhapur,Maharashtra,479
22,KUDARTULLA ADAM LATIF,Independent,465,2,467,0.03,Kolhapur,Maharashtra,480
23,SALIM NURMUHAMAD BAGWAN,Independent,334,1,335,0.02,Kolhapur,Maharashtra,481
24,NOTA,None of the Above,5932,51,5983,0.43,Kolhapur,Maharashtra,482
1,DR. KALGE SHIVAJI BANDAPPA,Indian National Congress,607030,1991,609021,49.15,Latur,Maharashtra,483
2,SUDHAKAR TUKARAM SHRANGARE,Bharatiya Janata Party,545240,1900,547140,44.16,Latur,Maharashtra,484
3,NARSINGRAO UDGIRKAR,Vanchit Bahujan  Aaghadi,42104,121,42225,3.41,Latur,Maharashtra,485
4,ATITHI KHANDERAO SURYVANSHI,Swarajya Shakti Sena,5150,28,5178,0.42,Latur,Maharashtra,486
5,ALTE VISHWANATH MAHADEV,Bahujan Samaj Party,5081,40,5121,0.41,Latur,Maharashtra,487
6,KAMANT MACHHINDRA GUNWANTRAO,Bahujan Bharat Party,2249,20,2269,0.18,Latur,Maharashtra,488
7,ABHANG GANGARAM SURYAWANSHI,Independent,2102,-,2102,0.17,Latur,Maharashtra,489
8,DATTU SOPAN NARSINGE,Independent,2000,2,2002,0.16,Latur,Maharashtra,490
9,DEEPAK KEDAR,Independent,1712,14,1726,0.14,Latur,Maharashtra,491
10,UMESH AMBADAS KAMBLE,Independent,1683,8,1691,0.14,Latur,Maharashtra,492
11,BANSODE RAGHUNATH WAGHOJI,Independent,1596,4,1600,0.13,Latur,Maharashtra,493
12,BHARAT HARIBA NANAWARE,Peoples Party of India (Democratic),1442,7,1449,0.12,Latur,Maharashtra,494
13,SHRIKANT BABURAO HOVAL,Bahujan Mukti Party,1380,2,1382,0.11,Latur,Maharashtra,495
14,PRAVIN MADHAV JOHARE,Swarajya Sena (Maharashtra),1268,5,1273,0.1,Latur,Maharashtra,496
15,PANCHSHIL VIKRAM KAMBLE,Independent,1232,9,1241,0.1,Latur,Maharashtra,497
16,SHANKAR HARI TADAKHE,Baliraja Party,1126,2,1128,0.09,Latur,Maharashtra,498
17,AMOL MALU HANMANTE,Independent,1094,5,1099,0.09,Latur,Maharashtra,499
18,ADV. KASBEKAR SHRIDHAR LIMBAJI,Rashtriya Sant Sandesh Party,987,7,994,0.08,Latur,Maharashtra,500
19,BALAJI SHESHRAO BANSODE,Independent,953,1,954,0.08,Latur,Maharashtra,501
